Press: Table 1
Date	Link	Headline	Paper	Desc	Desc				Add	
11 Jun 1764	Pre 356	"Newport, Rhode-Island, June 4."	The BOSTON Post-Boy & Advertiser. (356)	 			"Newport, Rhode-Island, June 4. (1764, June 11"	"Newport, Rhode-Island, June 4. (1764, June 11). The BOSTON Post-Boy & Advertiser. (356)"	"Newport, Rhode-Island, June 4. (1764, June 11). The BOSTON Post-Boy & Advertiser. (356), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-1089CD2FA4A20D40%402365510-1089CD2FCA21F6B0%401-1089CD3034ADBF90%40Newport%252C%2BRhode-Island%252C%2BJune%2B4."	
15 Jun 1764	Bur sn	"""News."""	Gazetteer and New Daily Advertiser	Sp assault / raid ?				"""News."" Gazetteer and New Daily Advertiser, 15 June 1764"	"""News."" Gazetteer and New Daily Advertiser, 15 June 1764. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000344899/BBCN?u=camb55135&sid=BBCN&xid=52e8f014. Accessed 16 Feb. 2021."	
21 Jun 1764	Bur sn	"""News."""	London Chronicle	Sp assault				"""News."" London Chronicle, June 19, 1764 - June 21, 1764"	"""News."" London Chronicle, June 19, 1764 - June 21, 1764. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001681156/BBCN?u=camb55135&sid=BBCN&xid=0055059d. Accessed 16 Feb. 2021."	
10 Jul 1764	Bur sn	"""News."""	London Evening Post	Sp assault				"""News."" London Evening Post, July 7, 1764 - July 10, 1764"	"""News."" London Evening Post, July 7, 1764 - July 10, 1764. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000671317/BBCN?u=camb55135&sid=BBCN&xid=8504ad49. Accessed 16 Feb. 2021."	
21 Jul 1764	Bur sn	"""News."""	St. James's Chronicle or the British Evening Post	Sp assault				"""News."" St. James's Chronicle or the British Evening Post, July 19, 1764 - July 21, 1764"	"""News."" St. James's Chronicle or the British Evening Post, July 19, 1764 - July 21, 1764. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001260534/BBCN?u=camb55135&sid=BBCN&xid=9bd88ed6. Accessed 16 Feb. 2021."	
23 Jul 1764	Pre 362	"New-York, July 16."	The BOSTON Post-Boy & Advertiser. (362)				"New-York, July 16. (1764, July 23"	"New-York, July 16. (1764, July 23). The BOSTON Post-Boy & Advertiser. (362)"	"New-York, July 16. (1764, July 23). The BOSTON Post-Boy & Advertiser. (362), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-1089CD395E7EA018%402365552-1089CD39B58AC1B0%402-1089CD3A8FF937D8%40New-York%252C%2BJuly%2B16."	
26 Jul 1764	Pre 3153	"New-York, July 16."	Boston News-Letter (3153)				"New-York, July 16. (1764, July 26"	"New-York, July 16. (1764, July 26). Boston News-Letter (3153)"	"New-York, July 16. (1764, July 26). Boston News-Letter (3153), p. [4]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105B58A616D5A007%402365555-105B58A68D591D47%403-105B58A74DEE596F%40New-York%252C%2BJuly%2B16."	
20 Aug 1764	Pre 669	"Charles-Town, in South-Carolina."	New-York Mercury (669)	Eng demand Sp			"Charles-Town, in South-Carolina. (1764, August 20"	"Charles-Town, in South-Carolina. (1764, August 20). New-York Mercury (669)"	"Charles-Town, in South-Carolina. (1764, August 20). New-York Mercury (669), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEB948F3572A8%40EANX-10DEF2B961EF1E58%402365580-10DEF2B992231CB8%401-10DEF2BA91735C88%40Charles-Town%252C%2Bin%2BSouth-Carolina."	
27 Aug 1764	Pre 1512	"Charlestown, South-Carolina, July 25."	Boston Evening-Post (1512)				"Charlestown, South-Carolina, July 25. (1764, August 27"	"Charlestown, South-Carolina, July 25. (1764, August 27). Boston Evening-Post (1512)"	"Charlestown, South-Carolina, July 25. (1764, August 27). Boston Evening-Post (1512), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108B71D7499199A8%402365587-108B71D76DFBD1F0%401-108B71D8101AF878%40Charlestown%252C%2BSouth-Carolina%252C%2BJuly%2B25."	
12 Sep 1764	Bur sn	"""News."""	Lloyd's Evening Post	Sp assault				"""News."" Lloyd's Evening Post, September 10, 1764 - September 12, 1764"	"""News."" Lloyd's Evening Post, September 10, 1764 - September 12, 1764. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000508628/BBCN?u=camb55135&sid=BBCN&xid=47f2f974. Accessed 16 Feb. 2021."	
17 Sep 1764	Pre 673	"Newport, September 10."	New-York Mercury (673)	Sp restrict Log			"Newport, September 10. (1764, September 17"	"Newport, September 10. (1764, September 17). New-York Mercury (673)"	"Newport, September 10. (1764, September 17). New-York Mercury (673), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEB948F3572A8%40EANX-10DEF2C0F3A42378%402365608-10DEF2C12990F208%401-10DEF2C2120DD380%40Newport%252C%2BSeptember%2B10."	
15 Oct 1764	Pre 1519	From the Amsterdam Gazette.	Boston Evening-Post (1519)	Eng guard Bay			"From the Amsterdam Gazette. (1764, October 15"	"From the Amsterdam Gazette. (1764, October 15). Boston Evening-Post (1519)"	"From the Amsterdam Gazette. (1764, October 15). Boston Evening-Post (1519), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108B71E602428978%402365636-108B71E629E9A128%401-108B71E6F2E626C0%40From%2Bthe%2BAmsterdam%2BGazette."	
18 Oct 1764	Bur sn	"""News."""	St. James's Chronicle or the British Evening Post	Sp assault				"""News."" St. James's Chronicle or the British Evening Post, October 16, 1764 - October 18, 1764"	"""News."" St. James's Chronicle or the British Evening Post, October 16, 1764 - October 18, 1764. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001261918/BBCN?u=camb55135&sid=BBCN&xid=72d03b92. Accessed 16 Feb. 2021."	
22 Oct 1764	Pre 307	"[Sailed; Deal; September; Prince; Wales, Smith; Boston; Pitt Packet; Dixey; Hannah]."	New-York Gazette (307)	Sp fortify			"[Sailed; Deal; September; Prince; Wales, Smith; Boston; Pitt Packet; Dixey; Hannah]. (1764, October 22"	"[Sailed; Deal; September; Prince; Wales, Smith; Boston; Pitt Packet; Dixey; Hannah]. (1764, October 22). New-York Gazette (307)"	"[Sailed; Deal; September; Prince; Wales, Smith; Boston; Pitt Packet; Dixey; Hannah]. (1764, October 22). New-York Gazette (307), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D348D9B0AD3268%40EANX-10D376A860C39A90%402365643-10D376A8B197D4D0%403-10D376AA275584E0%40%255BSailed%253B%2BDeal%253B%2BSeptember%253B%2BPrince%253B%2BWales%252C%2BSmith%253B%2BBoston%253B%2BPitt%2BPacket%253B%2BDixey%253B%2BHannah%255D."	
22 Oct 1764	Pre 307	"[Sailed; Deal; September; Prince; Wales, Smith; Boston; Pitt Packet; Dixey; Hannah]."	New-York Gazette (307)				"[Sailed; Deal; September; Prince; Wales, Smith; Boston; Pitt Packet; Dixey; Hannah]. (1764, October 22"	"[Sailed; Deal; September; Prince; Wales, Smith; Boston; Pitt Packet; Dixey; Hannah]. (1764, October 22). New-York Gazette (307)"	"[Sailed; Deal; September; Prince; Wales, Smith; Boston; Pitt Packet; Dixey; Hannah]. (1764, October 22). New-York Gazette (307), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D348D9B0AD3268%40EANX-10D376A860C39A90%402365643-10D376A8B197D4D0%403-10D376AA275584E0%40%255BSailed%253B%2BDeal%253B%2BSeptember%253B%2BPrince%253B%2BWales%252C%2BSmith%253B%2BBoston%253B%2BPitt%2BPacket%253B%2BDixey%253B%2BHannah%255D."	
29 Oct 1764	Pre 1521	"Yesterday Se'nnight the Duke of Cumberland Packet,  Capt. Goodridge, Arrived at New-York in 34 Days from Almouth."	Boston Evening-Post (1521)	Sp fortify			"Yesterday Se'nnight the Duke of Cumberland Packet,  Capt. Goodridge, Arrived at New-York in 34 Days from Almouth. (1764, October 29"	"Yesterday Se'nnight the Duke of Cumberland Packet,  Capt. Goodridge, Arrived at New-York in 34 Days from Almouth. (1764, October 29). Boston Evening-Post (1521)"	"Yesterday Se'nnight the Duke of Cumberland Packet,  Capt. Goodridge, Arrived at New-York in 34 Days from Almouth. (1764, October 29). Boston Evening-Post (1521), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108B71E9CA7041A8%402365650-108B71E9EE42D1B8%401-108B71EA6327B1E0%40Yesterday%2BSe%2527nnight%2Bthe%2BDuke%2Bof%2BCumberland%2BPacket%252C%2BCapt.%2BGoodridge%252C%2BArrived%2Bat%2BNew-York%2Bin%2B34%2BDays%2Bfrom%2BAlmouth."	
29 Oct 1764	Pre 376	"New-York, Octo. 22."	"The Boston Post-Boy, &c. Extraordinary. (376)"	 			"New-York, Octo. 22. (1764, October 29"	"New-York, Octo. 22. (1764, October 29). The Boston Post-Boy, &c. Extraordinary. (376)"	"New-York, Octo. 22. (1764, October 29). The Boston Post-Boy, &c. Extraordinary. (376), p. Supplement [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-1089CD4D37AB1170%402365650-1089CD4D45A3E4B8%400-1089CD4DB831C1E8%40New-York%252C%2BOcto.%2B22."	
29 Oct 1764	Pre 679	[Saturday Week; Capt. Bruce; Boston; London; Days; Land; Prints].	New-York Mercury (679)				"[Saturday Week; Capt. Bruce; Boston; London; Days; Land; Prints]. (1764, October 29"	"[Saturday Week; Capt. Bruce; Boston; London; Days; Land; Prints]. (1764, October 29). New-York Mercury (679)"	"[Saturday Week; Capt. Bruce; Boston; London; Days; Land; Prints]. (1764, October 29). New-York Mercury (679), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEB948F3572A8%40EANX-10DEF2CC5927AE98%402365650-10DEF2CC8EF65A50%401-10DEF2CD78260218%40%255BSaturday%2BWeek%253B%2BCapt.%2BBruce%253B%2BBoston%253B%2BLondon%253B%2BDays%253B%2BLand%253B%2BPrints%255D."	
29 Oct 1764	Pre 679	[Saturday Week; Capt. Bruce; Boston; London; Days; Land; Prints].	New-York Mercury (679)				"[Saturday Week; Capt. Bruce; Boston; London; Days; Land; Prints]. (1764, October 29"	"[Saturday Week; Capt. Bruce; Boston; London; Days; Land; Prints]. (1764, October 29). New-York Mercury (679)"	"[Saturday Week; Capt. Bruce; Boston; London; Days; Land; Prints]. (1764, October 29). New-York Mercury (679), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEB948F3572A8%40EANX-10DEF2CC5927AE98%402365650-10DEF2CC8EF65A50%401-10DEF2CD78260218%40%255BSaturday%2BWeek%253B%2BCapt.%2BBruce%253B%2BBoston%253B%2BLondon%253B%2BDays%253B%2BLand%253B%2BPrints%255D."	
3 Nov 1764	Bur sn	"""News."""	London Chronicle	Baymen resettle	Sp restrict Log			"""News."" London Chronicle, November 1, 1764 - November 3, 1764"	"""News."" London Chronicle, November 1, 1764 - November 3, 1764. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001682010/BBCN?u=camb55135&sid=BBCN&xid=7f7d09d5. Accessed 16 Feb. 2021."	
10 Nov 1764	Bur sn	"""News."""	Westminster Journal and London Political Miscellany	Sp restrict Log			11	"""News."" Westminster Journal and London Political Miscellany, 10 Nov. 1764"	"""News."" Westminster Journal and London Political Miscellany, 10 Nov. 1764. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001606226/BBCN?u=camb55135&sid=BBCN&xid=1f6700cd. Accessed 16 Feb. 2021."	
16 Nov 1764	Bur sn	"""News."""	Lloyd's Evening Post	Sp restrict Log				"""News."" Lloyd's Evening Post, November 14, 1764 - November 16, 1764"	"""News."" Lloyd's Evening Post, November 14, 1764 - November 16, 1764. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000509022/BBCN?u=camb55135&sid=BBCN&xid=94d050eb. Accessed 16 Feb. 2021."	
29 Nov 1764	Bur sn	"""News."""	London Evening Post	Sp fortify				"""News."" London Evening Post, November 27, 1764 - November 29, 1764"	"""News."" London Evening Post, November 27, 1764 - November 29, 1764. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000672086/BBCN?u=camb55135&sid=BBCN&xid=b4a25b39. Accessed 16 Feb. 2021."	
28 Jan 1765	Pre 1534	"Charlestown, South-Carolina, Nov. 5."	Boston Evening-Post (1534)	Sp restrict Log			"Charlestown, South-Carolina, Nov. 5. (1765, January 28"	"Charlestown, South-Carolina, Nov. 5. (1765, January 28). Boston Evening-Post (1534)"	"Charlestown, South-Carolina, Nov. 5. (1765, January 28). Boston Evening-Post (1534), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108B7200550633C0%402365741-108B72008003DC48%401-108B720146FEAA28%40Charlestown%252C%2BSouth-Carolina%252C%2BNov.%2B5."	
31 Jan 1765	Pre 3180	"Charles-Town, South-Carolina, Nov. 5."	Boston News-Letter (3180)				"Charles-Town, South-Carolina, Nov. 5. (1765, January 31"	"Charles-Town, South-Carolina, Nov. 5. (1765, January 31). Boston News-Letter (3180)"	"Charles-Town, South-Carolina, Nov. 5. (1765, January 31). Boston News-Letter (3180), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105B565B47C1A14C%402365744-105B565B86CF2D56%401-105B565C71E77527%40Charles-Town%252C%2BSouth-Carolina%252C%2BNov.%2B5."	
4 Feb 1765	Pre 390	"Charles-Town, South Carolina, Nov. 5."	The BOSTON Post-Boy & Advertiser. (390)	 			"Charles-Town, South Carolina, Nov. 5. (1765, February 4"	"Charles-Town, South Carolina, Nov. 5. (1765, February 4). The BOSTON Post-Boy & Advertiser. (390)"	"Charles-Town, South Carolina, Nov. 5. (1765, February 4). The BOSTON Post-Boy & Advertiser. (390), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-1089CD6692649670%402365748-1089CD66DA424270%402-1089CD67AF23FE40%40Charles-Town%252C%2BSouth%2BCarolina%252C%2BNov.%2B5."	
25 Mar 1765	Pre 397	"New-York, March 18."	The BOSTON Post-Boy & Advertiser. (397)				"New-York, March 18. (1765, March 25"	"New-York, March 18. (1765, March 25). The BOSTON Post-Boy & Advertiser. (397)"	"New-York, March 18. (1765, March 25). The BOSTON Post-Boy & Advertiser. (397), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-1089CD6FAF8FB090%402365797-1089CD6FF8F4A870%402-1089CD70929B4E40%40New-York%252C%2BMarch%2B18."	
28 Mar 1765	Bur sn	"""News."""	Gazetteer and New Daily Advertiser	All well			3	"""News."" Gazetteer and New Daily Advertiser, 28 Mar. 1765"	"""News."" Gazetteer and New Daily Advertiser, 28 Mar. 1765. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000348332/BBCN?u=camb55135&sid=BBCN&xid=03209e54. Accessed 16 Feb. 2021."	
15 Apr 1765	Pre 1545	"New-York, April 8."	Boston Evening-Post (1545)	Baymen regain Log			"New-York, April 8. (1765, April 15"	"New-York, April 8. (1765, April 15). Boston Evening-Post (1545)"	"New-York, April 8. (1765, April 15). Boston Evening-Post (1545), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-108B7213D5E0FB90%402365818-108B7214112A1AA0%401-108B7214A6A0AFE8%40New-York%252C%2BApril%2B8."	
15 Apr 1765	Pre 400	"New-York, April 8."	The BOSTON Post-Boy & Advertiser. (400)	 			"New-York, April 8. (1765, April 15"	"New-York, April 8. (1765, April 15). The BOSTON Post-Boy & Advertiser. (400)"	"New-York, April 8. (1765, April 15). The BOSTON Post-Boy & Advertiser. (400), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-1089CD7523FC7A88%402365818-1089CD755CC36B28%402-1089CD760DCE87D8%40New-York%252C%2BApril%2B8."	
23 Apr 1765	Bur sn	"""News."""	London Chronicle	Sp seize Dutch				"""News."" London Chronicle, April 20, 1765 - April 23, 1765"	"""News."" London Chronicle, April 20, 1765 - April 23, 1765. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000605889/BBCN?u=camb55135&sid=BBCN&xid=dfbb8e05. Accessed 16 Feb. 2021."	
27 May 1765	Pre 530	"New-York, May 20."	"SUPPLEMENT to the Boston-Gazette, &c. (530)"	Burnaby stabilises Bay			"New-York, May 20. (1765, May 27"	"New-York, May 20. (1765, May 27). SUPPLEMENT to the Boston-Gazette, &c. (530)"	"New-York, May 20. (1765, May 27). SUPPLEMENT to the Boston-Gazette, &c. (530), p. Supplement [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-104F83976EFEACB6%402365860-104F83977717F16C%400-104F83984144DF7B%40New-York%252C%2BMay%2B20."	
3 Jun 1765	Pre 710	"Newport, May 27."	New-York Mercury (710)	All well			"Newport, May 27. (1765, June 3"	"Newport, May 27. (1765, June 3). New-York Mercury (710)"	"Newport, May 27. (1765, June 3). New-York Mercury (710), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEB948F3572A8%40EANX-10DEF30ACC2DB0E8%402365867-10DEF30B040AAEE8%401-10DEF30BE13F8538%40Newport%252C%2BMay%2B27."	
3 Jun 1765	Bur sn	"""News."""	Gazetteer and New Daily Advertiser	Baymen resettle				"""News."" Gazetteer and New Daily Advertiser, 3 June 1765"	"""News."" Gazetteer and New Daily Advertiser, 3 June 1765. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000349676/BBCN?u=camb55135&sid=BBCN&xid=f359421a. Accessed 16 Feb. 2021."	
6 Jun 1765	Pre 3198	"New-York, May 23."	Boston News-Letter (3198)	Burnaby stabilises Bay			"New-York, May 23. (1765, June 6"	"New-York, May 23. (1765, June 6). Boston News-Letter (3198)"	"New-York, May 23. (1765, June 6). Boston News-Letter (3198), p. Supplement [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105B568842F06641%402365870-105B56888C44957F%402-105B5689A3FA1898%40New-York%252C%2BMay%2B23."	
